ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,19,9,6,22,28,1886,2164335,3013,3380021,0.6785714286,0.6259541985,0.6403318204
$200K-$500K,38,10,15,33,48,9462,13448623,11378,16880276,0.7916666667,0.8316048515,0.7967063453
$500K-$1M,48,12,16,44,60,15800,35060232,18148,44037581,0.8,0.870619352,0.7961434576
$1M-$2M,66,41,33,74,107,21740,96420068,37652,159557326,0.6168224299,0.5773929672,0.604297342
$2M-$5M,176,58,60,174,234,108988,613600692,143335,808996593,0.7521367521,0.7603725538,0.7584712931
$5M-$10M,265,65,101,229,330,273541,1894016486,347816,2369089027,0.803030303,0.7864531821,0.7994703721
$10M-$20M,350,64,122,292,414,584378,5085980251,687333,5981240889,0.845410628,0.8502108876,0.8503219224
$20M-$50M,680,68,251,497,748,1989523,22687243583,2169927,24940731109,0.9090909091,0.9168617193,0.9096462924
$50M-$100M,544,40,223,361,584,3122445,39596706448,3328078,42478406523,0.9315068493,0.9382126861,0.9321608245
$100M-$200M,503,30,215,318,533,5181367,71692782381,5415259,75918470487,0.9437148218,0.956808714,0.9443391301
$200M-$500M,505,25,232,298,530,10761388,162210530115,11212221,169951421513,0.9528301887,0.9597909281,0.9544523292
$500M-$1B,271,5,145,131,276,12056846,194547532196,12337109,197961060802,0.981884058,0.9772829275,0.9827565654
> $1B,450,11,260,201,461,106609566,1829044506519,108442927,1858156105651,0.9761388286,0.9830937706,0.9843330713
Totals,3915,438,1679,2674,4353,140736930,2327519991929,144154196,2378789377798,0.8993797381,0.9762943702,0.9784472781
