State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
New Mexico,8,32,18,22,40,810143,14785831363,1097375,19215752349,0.2,0.7382553822,0.7694640883
New York,70,213,12,271,283,5536200,104321877888,6778156,123056806193,0.2473498233,0.816770815,0.8477538229
North Carolina,18,43,29,32,61,4397077,77616994779,5083551,86647863668,0.2950819672,0.8649617167,0.8957750543
North Dakota,1,28,16,13,29,8167,180672302,215594,5422404611,0.03448275862,0.03788138816,0.03331959065
Ohio,31,178,95,114,209,909454,13442941958,3265422,46876264745,0.1483253589,0.2785104039,0.2867750242
Oklahoma,7,47,10,44,54,257876,4202777069,1439684,21140462623,0.1296296296,0.1791198624,0.1988025117
Oregon,12,39,20,31,51,1223707,19463075978,2234507,37034726462,0.2352941176,0.54764071,0.5255358372
Pennsylvania,36,264,38,262,300,2829856,45835895641,4891004,75938462131,0.12,0.5785838654,0.6035926243
Rhode Island,0,15,8,7,15,0,0,486880,10263015680,0,0,0
South Carolina,14,33,8,39,47,1349911,19046009118,1708289,23217253917,0.2978723404,0.7902123119,0.8203385804
South Dakota,5,27,0,32,32,50667,711268946,324301,5548186407,0.15625,0.1562344859,0.1281984587
Tennessee,16,113,72,57,129,953200,17518554602,2576754,41767638196,0.1240310078,0.3699227788,0.4194289014
Texas,57,342,165,234,399,6219044,98814206002,10535254,157489706333,0.1428571429,0.5903079318,0.627432791
Utah,5,51,24,32,56,1629839,24665231699,3818197,57651579430,0.08928571429,0.426860898,0.4278327141
Vermont,4,12,11,5,16,297578,4978902582,428711,6726787403,0.25,0.6941226141,0.7401605378
Virginia,39,59,21,77,98,18662555,247734858736,19644390,263275366025,0.3979591837,0.950019573,0.9409724217
Washington,9,67,48,28,76,2022132,39717784914,4946046,90468254865,0.1184210526,0.4088380901,0.4390245504
West Virginia,5,72,3,74,77,56818,698871102,379196,4993416872,0.06493506494,0.1498380785,0.1399584933
Wisconsin,5,105,107,3,110,1326200,18975039681,3875566,69305399092,0.04545454545,0.3421951787,0.2737887658
Wyoming,2,17,0,19,19,146060,2153546895,381339,5634821009,0.1052631579,0.3830187838,0.3821855018
Totals,712,3876,1786,2802,4588,78564691,1286609391552,141235658,2323936405158,0.1551874455,0.556266683,0.5536336488
